ORF,Gene,URL
YMR182C,RGM1,https://www.yeastgenome.org/locus/S000004794
YMR183C,SSO2,https://www.yeastgenome.org/locus/S000004795
YMR184W,ADD37,https://www.yeastgenome.org/locus/S000004796
YMR185W,RTP1,https://www.yeastgenome.org/locus/S000004797
YMR186W,HSC82,https://www.yeastgenome.org/locus/S000004798
YMR187C,YMR187C,https://www.yeastgenome.org/locus/S000004799
YMR188C,MRPS17,https://www.yeastgenome.org/locus/S000004800
YMR189W,GCV2,https://www.yeastgenome.org/locus/S000004801
YMR190C,SGS1,https://www.yeastgenome.org/locus/S000004802
YMR191W,SPG5,https://www.yeastgenome.org/locus/S000004803
YMR192W,GYL1,https://www.yeastgenome.org/locus/S000004804
YMR193W,MRPL24,https://www.yeastgenome.org/locus/S000004806
YMR195W,ICY1,https://www.yeastgenome.org/locus/S000004808
YMR196W,YMR196W,https://www.yeastgenome.org/locus/S000004809
YMR197C,VTI1,https://www.yeastgenome.org/locus/S000004810
YMR198W,CIK1,https://www.yeastgenome.org/locus/S000004811
YMR199W,CLN1,https://www.yeastgenome.org/locus/S000004812
YMR200W,ROT1,https://www.yeastgenome.org/locus/S000004813
YMR202W,ERG2,https://www.yeastgenome.org/locus/S000004815
YMR203W,TOM40,https://www.yeastgenome.org/locus/S000004816
YMR204C,INP1,https://www.yeastgenome.org/locus/S000004817
YMR205C,PFK2,https://www.yeastgenome.org/locus/S000004818
YMR206W,YMR206W,https://www.yeastgenome.org/locus/S000004819
YMR207C,HFA1,https://www.yeastgenome.org/locus/S000004820
YMR208W,ERG12,https://www.yeastgenome.org/locus/S000004821
YMR209C,YMR209C,https://www.yeastgenome.org/locus/S000004822
YMR210W,MGL2,https://www.yeastgenome.org/locus/S000004823
YMR211W,DML1,https://www.yeastgenome.org/locus/S000004824
YMR212C,EFR3,https://www.yeastgenome.org/locus/S000004825
YMR213W,CEF1,https://www.yeastgenome.org/locus/S000004826
YMR214W,SCJ1,https://www.yeastgenome.org/locus/S000004827
YMR215W,GAS3,https://www.yeastgenome.org/locus/S000004828
YMR216C,SKY1,https://www.yeastgenome.org/locus/S000004829
YMR217W,GUA1,https://www.yeastgenome.org/locus/S000004830
YMR218C,TRS130,https://www.yeastgenome.org/locus/S000004831
YMR219W,ESC1,https://www.yeastgenome.org/locus/S000004832
YMR220W,ERG8,https://www.yeastgenome.org/locus/S000004833
YMR221C,FMP42,https://www.yeastgenome.org/locus/S000004834
YMR222C,FSH2,https://www.yeastgenome.org/locus/S000004835
YMR223W,UBP8,https://www.yeastgenome.org/locus/S000004836
YMR224C,MRE11,https://www.yeastgenome.org/locus/S000004837
YMR226C,YMR226C,https://www.yeastgenome.org/locus/S000004839
YMR227C,TAF7,https://www.yeastgenome.org/locus/S000004840
YMR228W,MTF1,https://www.yeastgenome.org/locus/S000004841
YMR229C,RRP5,https://www.yeastgenome.org/locus/S000004842
YMR231W,PEP5,https://www.yeastgenome.org/locus/S000004844
YMR232W,FUS2,https://www.yeastgenome.org/locus/S000004845
YMR233W,TRI1,https://www.yeastgenome.org/locus/S000004846
YMR234W,RNH1,https://www.yeastgenome.org/locus/S000004847
YMR235C,RNA1,https://www.yeastgenome.org/locus/S000004848
YMR236W,TAF9,https://www.yeastgenome.org/locus/S000004849
YMR237W,BCH1,https://www.yeastgenome.org/locus/S000004850
YMR238W,DFG5,https://www.yeastgenome.org/locus/S000004851
YMR239C,RNT1,https://www.yeastgenome.org/locus/S000004852
YMR240C,CUS1,https://www.yeastgenome.org/locus/S000004853
YMR241W,YHM2,https://www.yeastgenome.org/locus/S000004854
YMR243C,ZRC1,https://www.yeastgenome.org/locus/S000004856
YMR244W,YMR244W,https://www.yeastgenome.org/locus/S000004858
YMR245W,YMR245W,https://www.yeastgenome.org/locus/S000004859
YMR246W,FAA4,https://www.yeastgenome.org/locus/S000004860
YMR247C,RKR1,https://www.yeastgenome.org/locus/S000004861
YMR250W,GAD1,https://www.yeastgenome.org/locus/S000004862
YMR251W,GTO3,https://www.yeastgenome.org/locus/S000004863
YMR252C,MLO1,https://www.yeastgenome.org/locus/S000004865
YMR253C,YMR253C,https://www.yeastgenome.org/locus/S000004866
YMR254C,YMR254C,https://www.yeastgenome.org/locus/S000004867
YMR255W,GFD1,https://www.yeastgenome.org/locus/S000004868
YMR256C,COX7,https://www.yeastgenome.org/locus/S000004869
YMR257C,PET111,https://www.yeastgenome.org/locus/S000004870
YMR258C,ROY1,https://www.yeastgenome.org/locus/S000004871
YMR259C,TRM732,https://www.yeastgenome.org/locus/S000004872
YMR260C,TIF11,https://www.yeastgenome.org/locus/S000004873
YMR261C,TPS3,https://www.yeastgenome.org/locus/S000004874
YMR262W,YMR262W,https://www.yeastgenome.org/locus/S000004875
YMR263W,SAP30,https://www.yeastgenome.org/locus/S000004876
YMR264W,CUE1,https://www.yeastgenome.org/locus/S000004877
YMR265C,YMR265C,https://www.yeastgenome.org/locus/S000004878
YMR266W,RSN1,https://www.yeastgenome.org/locus/S000004879
YMR267W,PPA2,https://www.yeastgenome.org/locus/S000004880
YMR268C,PRP24,https://www.yeastgenome.org/locus/S000004881
YMR269W,TMA23,https://www.yeastgenome.org/locus/S000004882
YMR270C,RRN9,https://www.yeastgenome.org/locus/S000004883
YMR271C,URA10,https://www.yeastgenome.org/locus/S000004884
YMR272C,SCS7,https://www.yeastgenome.org/locus/S000004885
YMR273C,ZDS1,https://www.yeastgenome.org/locus/S000004886
YMR274C,RCE1,https://www.yeastgenome.org/locus/S000004887
YMR275C,BUL1,https://www.yeastgenome.org/locus/S000004888
YMR276W,DSK2,https://www.yeastgenome.org/locus/S000004889
YMR277W,FCP1,https://www.yeastgenome.org/locus/S000004890
YMR278W,PRM15,https://www.yeastgenome.org/locus/S000004891
YMR279C,YMR279C,https://www.yeastgenome.org/locus/S000004892
YMR280C,CAT8,https://www.yeastgenome.org/locus/S000004893
YMR281W,GPI12,https://www.yeastgenome.org/locus/S000004894
YMR282C,AEP2,https://www.yeastgenome.org/locus/S000004895
YMR283C,RIT1,https://www.yeastgenome.org/locus/S000004896
YMR284W,YKU70,https://www.yeastgenome.org/locus/S000004897
YMR285C,NGL2,https://www.yeastgenome.org/locus/S000004898
YMR286W,MRPL33,https://www.yeastgenome.org/locus/S000004899
YMR287C,DSS1,https://www.yeastgenome.org/locus/S000004900
YMR288W,HSH155,https://www.yeastgenome.org/locus/S000004901
YMR289W,ABZ2,https://www.yeastgenome.org/locus/S000004902
YMR290C,HAS1,https://www.yeastgenome.org/locus/S000004903
YMR291W,TDA1,https://www.yeastgenome.org/locus/S000004905
YMR293C,HER2,https://www.yeastgenome.org/locus/S000004907
YMR294W,JNM1,https://www.yeastgenome.org/locus/S000004908
YMR295C,YMR295C,https://www.yeastgenome.org/locus/S000004910
YMR296C,LCB1,https://www.yeastgenome.org/locus/S000004911
YMR297W,PRC1,https://www.yeastgenome.org/locus/S000004912
YMR298W,LIP1,https://www.yeastgenome.org/locus/S000004913
YMR299C,DYN3,https://www.yeastgenome.org/locus/S000004914
YMR300C,ADE4,https://www.yeastgenome.org/locus/S000004915
YMR301C,ATM1,https://www.yeastgenome.org/locus/S000004916
YMR302C,YME2,https://www.yeastgenome.org/locus/S000004917
YMR303C,ADH2,https://www.yeastgenome.org/locus/S000004918
YMR304W,UBP15,https://www.yeastgenome.org/locus/S000004920
YMR305C,SCW10,https://www.yeastgenome.org/locus/S000004921
YMR306W,FKS3,https://www.yeastgenome.org/locus/S000004923
YMR307W,GAS1,https://www.yeastgenome.org/locus/S000004924
YMR308C,PSE1,https://www.yeastgenome.org/locus/S000004925
YMR309C,NIP1,https://www.yeastgenome.org/locus/S000004926
YMR310C,YMR310C,https://www.yeastgenome.org/locus/S000004927
YMR311C,GLC8,https://www.yeastgenome.org/locus/S000004928
YMR312W,ELP6,https://www.yeastgenome.org/locus/S000004929
YMR313C,TGL3,https://www.yeastgenome.org/locus/S000004930
YMR314W,PRE5,https://www.yeastgenome.org/locus/S000004931
YMR315W,YMR315W,https://www.yeastgenome.org/locus/S000004932
YMR316W,DIA1,https://www.yeastgenome.org/locus/S000004935
YMR317W,YMR317W,https://www.yeastgenome.org/locus/S000004936
YMR318C,ADH6,https://www.yeastgenome.org/locus/S000004937
YMR319C,FET4,https://www.yeastgenome.org/locus/S000004938
YMR320W,YMR320W,https://www.yeastgenome.org/locus/S000004939
YMR321C,YMR321C,https://www.yeastgenome.org/locus/S000004940
YMR322C,SNO4,https://www.yeastgenome.org/locus/S000004941
YMR323W,ERR3,https://www.yeastgenome.org/locus/S000004942
YMR324C,YMR324C,https://www.yeastgenome.org/locus/S000004943
YMR325W,PAU19,https://www.yeastgenome.org/locus/S000004944
YMR326C,YMR326C,https://www.yeastgenome.org/locus/S000004945
YNL001W,DOM34,https://www.yeastgenome.org/locus/S000004946
YNL002C,RLP7,https://www.yeastgenome.org/locus/S000004947
YNL003C,PET8,https://www.yeastgenome.org/locus/S000004948
YNL005C,MRP7,https://www.yeastgenome.org/locus/S000004950
YNL006W,LST8,https://www.yeastgenome.org/locus/S000004951
YNL007C,SIS1,https://www.yeastgenome.org/locus/S000004952
YNL008C,ASI3,https://www.yeastgenome.org/locus/S000004953
YNL009W,IDP3,https://www.yeastgenome.org/locus/S000004954
YNL010W,PYP1,https://www.yeastgenome.org/locus/S000004955
YNL011C,YNL011C,https://www.yeastgenome.org/locus/S000004956
YNL013C,YNL013C,https://www.yeastgenome.org/locus/S000004958
YNL014W,HEF3,https://www.yeastgenome.org/locus/S000004959
YNL015W,PBI2,https://www.yeastgenome.org/locus/S000004960
YNL016W,PUB1,https://www.yeastgenome.org/locus/S000004961
YNL017C,YNL017C,https://www.yeastgenome.org/locus/S000004962
YNL018C,YNL018C,https://www.yeastgenome.org/locus/S000004963
YNL019C,YNL019C,https://www.yeastgenome.org/locus/S000004964
YNL020C,ARK1,https://www.yeastgenome.org/locus/S000004965
YNL021W,HDA1,https://www.yeastgenome.org/locus/S000004966
YNL022C,RCM1,https://www.yeastgenome.org/locus/S000004967
YNL023C,FAP1,https://www.yeastgenome.org/locus/S000004968
YNL024C,EFM6,https://www.yeastgenome.org/locus/S000004969
YNL025C,SSN8,https://www.yeastgenome.org/locus/S000004970
YNL026W,SAM50,https://www.yeastgenome.org/locus/S000004971
YNL027W,CRZ1,https://www.yeastgenome.org/locus/S000004972
YNL028W,YNL028W,https://www.yeastgenome.org/locus/S000004973
YNL029C,KTR5,https://www.yeastgenome.org/locus/S000004974
YNL030W,HHF2,https://www.yeastgenome.org/locus/S000004975
YNL031C,HHT2,https://www.yeastgenome.org/locus/S000004976
YNL032W,SIW14,https://www.yeastgenome.org/locus/S000004977
YNL033W,YNL033W,https://www.yeastgenome.org/locus/S000004978
YNL034W,YNL034W,https://www.yeastgenome.org/locus/S000004979
YNL035C,YNL035C,https://www.yeastgenome.org/locus/S000004980
YNL036W,NCE103,https://www.yeastgenome.org/locus/S000004981
YNL037C,IDH1,https://www.yeastgenome.org/locus/S000004982
YNL039W,BDP1,https://www.yeastgenome.org/locus/S000004984
YNL040W,YNL040W,https://www.yeastgenome.org/locus/S000004985
YNL041C,COG6,https://www.yeastgenome.org/locus/S000004986
YNL042W,BOP3,https://www.yeastgenome.org/locus/S000004987
YNL043C,YNL043C,https://www.yeastgenome.org/locus/S000004988
YNL045W,LAP2,https://www.yeastgenome.org/locus/S000004990
YNL046W,YNL046W,https://www.yeastgenome.org/locus/S000004991
YNL047C,SLM2,https://www.yeastgenome.org/locus/S000004992
YNL048W,ALG11,https://www.yeastgenome.org/locus/S000004993
YNL049C,SFB2,https://www.yeastgenome.org/locus/S000004994
YNL051W,COG5,https://www.yeastgenome.org/locus/S000004996
YNL052W,COX5A,https://www.yeastgenome.org/locus/S000004997
YNL053W,MSG5,https://www.yeastgenome.org/locus/S000004998
YNL054W,VAC7,https://www.yeastgenome.org/locus/S000004999
YNL055C,POR1,https://www.yeastgenome.org/locus/S000005000
YNL056W,OCA2,https://www.yeastgenome.org/locus/S000005001
YNL057W,YNL057W,https://www.yeastgenome.org/locus/S000005002
YNL058C,YNL058C,https://www.yeastgenome.org/locus/S000005003
YNL059C,ARP5,https://www.yeastgenome.org/locus/S000005004
YNL061W,NOP2,https://www.yeastgenome.org/locus/S000005005
YNL062C,GCD10,https://www.yeastgenome.org/locus/S000005006
YNL063W,MTQ1,https://www.yeastgenome.org/locus/S000005007
YNL064C,YDJ1,https://www.yeastgenome.org/locus/S000005008
YNL065W,AQR1,https://www.yeastgenome.org/locus/S000005009
YNL066W,SUN4,https://www.yeastgenome.org/locus/S000005010
YNL067W,RPL9B,https://www.yeastgenome.org/locus/S000005011
YNL068C,FKH2,https://www.yeastgenome.org/locus/S000005012
YNL070W,TOM7,https://www.yeastgenome.org/locus/S000005014
YNL071W,LAT1,https://www.yeastgenome.org/locus/S000005015
YNL072W,RNH201,https://www.yeastgenome.org/locus/S000005016
YNL073W,MSK1,https://www.yeastgenome.org/locus/S000005017
YNL074C,MLF3,https://www.yeastgenome.org/locus/S000005018
YNL075W,IMP4,https://www.yeastgenome.org/locus/S000005019
YNL076W,MKS1,https://www.yeastgenome.org/locus/S000005020
YNL077W,APJ1,https://www.yeastgenome.org/locus/S000005021
YNL078W,NIS1,https://www.yeastgenome.org/locus/S000005022
YNL079C,TPM1,https://www.yeastgenome.org/locus/S000005023
YNL080C,EOS1,https://www.yeastgenome.org/locus/S000005024
YNL081C,SWS2,https://www.yeastgenome.org/locus/S000005025
YNL082W,PMS1,https://www.yeastgenome.org/locus/S000005026
YNL083W,SAL1,https://www.yeastgenome.org/locus/S000005027
YNL084C,END3,https://www.yeastgenome.org/locus/S000005028
YNL085W,MKT1,https://www.yeastgenome.org/locus/S000005029
YNL086W,SNN1,https://www.yeastgenome.org/locus/S000005030
YNL087W,TCB2,https://www.yeastgenome.org/locus/S000005031
YNL088W,TOP2,https://www.yeastgenome.org/locus/S000005032
YNL089C,YNL089C,https://www.yeastgenome.org/locus/S000005033
YNL090W,RHO2,https://www.yeastgenome.org/locus/S000005034
YNL091W,NST1,https://www.yeastgenome.org/locus/S000005035
YNL092W,YNL092W,https://www.yeastgenome.org/locus/S000005036
YNL093W,YPT53,https://www.yeastgenome.org/locus/S000005037
YNL094W,APP1,https://www.yeastgenome.org/locus/S000005038
YNL095C,YNL095C,https://www.yeastgenome.org/locus/S000005039
YNL097C,PHO23,https://www.yeastgenome.org/locus/S000005041
YNL098C,RAS2,https://www.yeastgenome.org/locus/S000005042
YNL099C,OCA1,https://www.yeastgenome.org/locus/S000005043
YNL100W,MIC27,https://www.yeastgenome.org/locus/S000005044
YNL101W,AVT4,https://www.yeastgenome.org/locus/S000005045
YNL102W,POL1,https://www.yeastgenome.org/locus/S000005046
YNL103W,MET4,https://www.yeastgenome.org/locus/S000005047
YNL104C,LEU4,https://www.yeastgenome.org/locus/S000005048
YNL105W,YNL105W,https://www.yeastgenome.org/locus/S000005049
YNL106C,INP52,https://www.yeastgenome.org/locus/S000005050
YNL107W,YAF9,https://www.yeastgenome.org/locus/S000005051
YNL108C,YNL108C,https://www.yeastgenome.org/locus/S000005052
YNL109W,YNL109W,https://www.yeastgenome.org/locus/S000005053
YNL110C,NOP15,https://www.yeastgenome.org/locus/S000005054
YNL111C,CYB5,https://www.yeastgenome.org/locus/S000005055
YNL113W,RPC19,https://www.yeastgenome.org/locus/S000005057
YNL114C,YNL114C,https://www.yeastgenome.org/locus/S000005058
YNL115C,YNL115C,https://www.yeastgenome.org/locus/S000005059
YNL116W,DMA2,https://www.yeastgenome.org/locus/S000005060
YNL117W,MLS1,https://www.yeastgenome.org/locus/S000005061
YNL118C,DCP2,https://www.yeastgenome.org/locus/S000005062
YNL119W,NCS2,https://www.yeastgenome.org/locus/S000005063
YNL120C,YNL120C,https://www.yeastgenome.org/locus/S000005064
YNL121C,TOM70,https://www.yeastgenome.org/locus/S000005065
YNL122C,YNL122C,https://www.yeastgenome.org/locus/S000005066
YNL123W,NMA111,https://www.yeastgenome.org/locus/S000005067
YNL124W,NAF1,https://www.yeastgenome.org/locus/S000005068
YNL125C,ESBP6,https://www.yeastgenome.org/locus/S000005069
YNL126W,SPC98,https://www.yeastgenome.org/locus/S000005070
YNL127W,FAR11,https://www.yeastgenome.org/locus/S000005071
YNL128W,TEP1,https://www.yeastgenome.org/locus/S000005072
YNL129W,NRK1,https://www.yeastgenome.org/locus/S000005073
YNL131W,TOM22,https://www.yeastgenome.org/locus/S000005075
YNL132W,KRE33,https://www.yeastgenome.org/locus/S000005076
YNL133C,FYV6,https://www.yeastgenome.org/locus/S000005077
YNL134C,YNL134C,https://www.yeastgenome.org/locus/S000005078
YNL135C,FPR1,https://www.yeastgenome.org/locus/S000005079
YNL136W,EAF7,https://www.yeastgenome.org/locus/S000005080
YNL137C,NAM9,https://www.yeastgenome.org/locus/S000005081
YNL138W,SRV2,https://www.yeastgenome.org/locus/S000005082
YNL139C,THO2,https://www.yeastgenome.org/locus/S000005083
YNL140C,YNL140C,https://www.yeastgenome.org/locus/S000005084
YNL141W,AAH1,https://www.yeastgenome.org/locus/S000005085
YNL142W,MEP2,https://www.yeastgenome.org/locus/S000005086
YNL143C,YNL143C,https://www.yeastgenome.org/locus/S000005087
YNL144C,YNL144C,https://www.yeastgenome.org/locus/S000005088
YNL145W,MFA2,https://www.yeastgenome.org/locus/S000005089
YNL146W,YNL146W,https://www.yeastgenome.org/locus/S000005090
YNL148C,ALF1,https://www.yeastgenome.org/locus/S000005092
YNL149C,PGA2,https://www.yeastgenome.org/locus/S000005093
YNL150W,YNL150W,https://www.yeastgenome.org/locus/S000005094
YNL151C,RPC31,https://www.yeastgenome.org/locus/S000005095
YNL152W,INN1,https://www.yeastgenome.org/locus/S000005096
YNL153C,GIM3,https://www.yeastgenome.org/locus/S000005097
YNL154C,YCK2,https://www.yeastgenome.org/locus/S000005098
YNL155W,CUZ1,https://www.yeastgenome.org/locus/S000005099
YNL156C,NSG2,https://www.yeastgenome.org/locus/S000005100
YNL157W,IGO1,https://www.yeastgenome.org/locus/S000005101
YNL158W,PGA1,https://www.yeastgenome.org/locus/S000005102
YNL159C,ASI2,https://www.yeastgenome.org/locus/S000005103
YNL160W,YGP1,https://www.yeastgenome.org/locus/S000005104
YNL161W,CBK1,https://www.yeastgenome.org/locus/S000005105
YNL163C,RIA1,https://www.yeastgenome.org/locus/S000005107
YNL164C,IBD2,https://www.yeastgenome.org/locus/S000005108
YNL165W,YNL165W,https://www.yeastgenome.org/locus/S000005109
YNL166C,BNI5,https://www.yeastgenome.org/locus/S000005110
YNL167C,SKO1,https://www.yeastgenome.org/locus/S000005111
YNL168C,FMP41,https://www.yeastgenome.org/locus/S000005112
YNL169C,PSD1,https://www.yeastgenome.org/locus/S000005113
YNL170W,YNL170W,https://www.yeastgenome.org/locus/S000005114
YNL171C,YNL171C,https://www.yeastgenome.org/locus/S000005115
YNL172W,APC1,https://www.yeastgenome.org/locus/S000005116
YNL173C,MDG1,https://www.yeastgenome.org/locus/S000005117
YNL174W,YNL174W,https://www.yeastgenome.org/locus/S000005118
YNL175C,NOP13,https://www.yeastgenome.org/locus/S000005119
YNL176C,TDA7,https://www.yeastgenome.org/locus/S000005120
YNL177C,MRPL22,https://www.yeastgenome.org/locus/S000005121
YNL178W,RPS3,https://www.yeastgenome.org/locus/S000005122
YNL179C,YNL179C,https://www.yeastgenome.org/locus/S000005123
YNL180C,RHO5,https://www.yeastgenome.org/locus/S000005124
YNL181W,PBR1,https://www.yeastgenome.org/locus/S000005125
YNL182C,IPI3,https://www.yeastgenome.org/locus/S000005126
YNL183C,NPR1,https://www.yeastgenome.org/locus/S000005127
YNL184C,YNL184C,https://www.yeastgenome.org/locus/S000005128
YNL185C,MRPL19,https://www.yeastgenome.org/locus/S000005129
YNL186W,UBP10,https://www.yeastgenome.org/locus/S000005130
YNL187W,SWT21,https://www.yeastgenome.org/locus/S000005131
YNL188W,KAR1,https://www.yeastgenome.org/locus/S000005132
YNL189W,SRP1,https://www.yeastgenome.org/locus/S000005133
YNL190W,YNL190W,https://www.yeastgenome.org/locus/S000005134
YNL191W,DUG3,https://www.yeastgenome.org/locus/S000005135
YNL192W,CHS1,https://www.yeastgenome.org/locus/S000005136
YNL193W,YNL193W,https://www.yeastgenome.org/locus/S000005137
YNL194C,YNL194C,https://www.yeastgenome.org/locus/S000005138
YNL195C,YNL195C,https://www.yeastgenome.org/locus/S000005139
YNL196C,SLZ1,https://www.yeastgenome.org/locus/S000005140
YNL197C,WHI3,https://www.yeastgenome.org/locus/S000005141
YNL198C,YNL198C,https://www.yeastgenome.org/locus/S000005142
YNL199C,GCR2,https://www.yeastgenome.org/locus/S000005143
YNL200C,NNR1,https://www.yeastgenome.org/locus/S000005144
YNL201C,PSY2,https://www.yeastgenome.org/locus/S000005145
YNL202W,SPS19,https://www.yeastgenome.org/locus/S000005146
YNL203C,YNL203C,https://www.yeastgenome.org/locus/S000005147
YNL204C,SPS18,https://www.yeastgenome.org/locus/S000005148
YNL205C,YNL205C,https://www.yeastgenome.org/locus/S000005149
YNL206C,RTT106,https://www.yeastgenome.org/locus/S000005150
YNL207W,RIO2,https://www.yeastgenome.org/locus/S000005151
YNL208W,YNL208W,https://www.yeastgenome.org/locus/S000005152
YNL209W,SSB2,https://www.yeastgenome.org/locus/S000005153
YNL210W,MER1,https://www.yeastgenome.org/locus/S000005154
YNL211C,MRX7,https://www.yeastgenome.org/locus/S000005155
YNL212W,VID27,https://www.yeastgenome.org/locus/S000005156
YNL213C,RRG9,https://www.yeastgenome.org/locus/S000005157
YNL214W,PEX17,https://www.yeastgenome.org/locus/S000005158
YNL215W,IES2,https://www.yeastgenome.org/locus/S000005159
YNL216W,RAP1,https://www.yeastgenome.org/locus/S000005160
YNL217W,PPN2,https://www.yeastgenome.org/locus/S000005161
YNL218W,MGS1,https://www.yeastgenome.org/locus/S000005162
YNL219C,ALG9,https://www.yeastgenome.org/locus/S000005163
YNL220W,ADE12,https://www.yeastgenome.org/locus/S000005164
YNL221C,POP1,https://www.yeastgenome.org/locus/S000005165
YNL222W,SSU72,https://www.yeastgenome.org/locus/S000005166
YNL223W,ATG4,https://www.yeastgenome.org/locus/S000005167
YNL224C,SQS1,https://www.yeastgenome.org/locus/S000005168
YNL225C,CNM67,https://www.yeastgenome.org/locus/S000005169
YNL226W,YNL226W,https://www.yeastgenome.org/locus/S000005170
YNL227C,JJJ1,https://www.yeastgenome.org/locus/S000005171
YNL228W,YNL228W,https://www.yeastgenome.org/locus/S000005172
YNL229C,URE2,https://www.yeastgenome.org/locus/S000005173
YNL230C,ELA1,https://www.yeastgenome.org/locus/S000005174
YNL231C,PDR16,https://www.yeastgenome.org/locus/S000005175
YNL232W,CSL4,https://www.yeastgenome.org/locus/S000005176
YNL233W,BNI4,https://www.yeastgenome.org/locus/S000005177
YNL234W,YNL234W,https://www.yeastgenome.org/locus/S000005178
YNL235C,YNL235C,https://www.yeastgenome.org/locus/S000005179
YNL236W,SIN4,https://www.yeastgenome.org/locus/S000005180
YNL237W,YTP1,https://www.yeastgenome.org/locus/S000005181
YNL238W,KEX2,https://www.yeastgenome.org/locus/S000005182
YNL239W,LAP3,https://www.yeastgenome.org/locus/S000005183
YNL240C,NAR1,https://www.yeastgenome.org/locus/S000005184
YNL241C,ZWF1,https://www.yeastgenome.org/locus/S000005185
YNL242W,ATG2,https://www.yeastgenome.org/locus/S000005186
YNL243W,SLA2,https://www.yeastgenome.org/locus/S000005187
YNL244C,SUI1,https://www.yeastgenome.org/locus/S000005188
YNL245C,CWC25,https://www.yeastgenome.org/locus/S000005189
YNL247W,YNL247W,https://www.yeastgenome.org/locus/S000005191
YNL248C,RPA49,https://www.yeastgenome.org/locus/S000005192
YNL249C,MPA43,https://www.yeastgenome.org/locus/S000005193
YNL250W,RAD50,https://www.yeastgenome.org/locus/S000005194
YNL251C,NRD1,https://www.yeastgenome.org/locus/S000005195
YNL252C,MRPL17,https://www.yeastgenome.org/locus/S000005196
YNL253W,TEX1,https://www.yeastgenome.org/locus/S000005197
YNL254C,RTC4,https://www.yeastgenome.org/locus/S000005198
YNL255C,GIS2,https://www.yeastgenome.org/locus/S000005199
YNL256W,FOL1,https://www.yeastgenome.org/locus/S000005200
YNL257C,SIP3,https://www.yeastgenome.org/locus/S000005201
YNL258C,DSL1,https://www.yeastgenome.org/locus/S000005202
YNL259C,ATX1,https://www.yeastgenome.org/locus/S000005203
YNL260C,LTO1,https://www.yeastgenome.org/locus/S000005204
YNL261W,ORC5,https://www.yeastgenome.org/locus/S000005205
YNL262W,POL2,https://www.yeastgenome.org/locus/S000005206
YNL263C,YIF1,https://www.yeastgenome.org/locus/S000005207
YNL264C,PDR17,https://www.yeastgenome.org/locus/S000005208
YNL266W,YNL266W,https://www.yeastgenome.org/locus/S000005210
YNL267W,PIK1,https://www.yeastgenome.org/locus/S000005211
YNL268W,LYP1,https://www.yeastgenome.org/locus/S000005212
YNL269W,BSC4,https://www.yeastgenome.org/locus/S000005213
YNL270C,ALP1,https://www.yeastgenome.org/locus/S000005214
YNL271C,BNI1,https://www.yeastgenome.org/locus/S000005215
YNL272C,SEC2,https://www.yeastgenome.org/locus/S000005216
YNL273W,TOF1,https://www.yeastgenome.org/locus/S000005217
YNL274C,GOR1,https://www.yeastgenome.org/locus/S000005218
YNL275W,BOR1,https://www.yeastgenome.org/locus/S000005219
YNL276C,YNL276C,https://www.yeastgenome.org/locus/S000005220
YNL277W,MET2,https://www.yeastgenome.org/locus/S000005221
YNL278W,CAF120,https://www.yeastgenome.org/locus/S000005222
YNL279W,PRM1,https://www.yeastgenome.org/locus/S000005223
YNL280C,ERG24,https://www.yeastgenome.org/locus/S000005224
YNL281W,HCH1,https://www.yeastgenome.org/locus/S000005225
YNL282W,POP3,https://www.yeastgenome.org/locus/S000005226
YNL283C,WSC2,https://www.yeastgenome.org/locus/S000005227
YNL284C,MRPL10,https://www.yeastgenome.org/locus/S000005228
YNL285W,YNL285W,https://www.yeastgenome.org/locus/S000005229
YNL286W,CUS2,https://www.yeastgenome.org/locus/S000005230
YNL287W,SEC21,https://www.yeastgenome.org/locus/S000005231
YNL288W,CAF40,https://www.yeastgenome.org/locus/S000005232
YNL289W,PCL1,https://www.yeastgenome.org/locus/S000005233
YNL290W,RFC3,https://www.yeastgenome.org/locus/S000005234
YNL291C,MID1,https://www.yeastgenome.org/locus/S000005235
YNL292W,PUS4,https://www.yeastgenome.org/locus/S000005236
YNL293W,MSB3,https://www.yeastgenome.org/locus/S000005237
YNL294C,RIM21,https://www.yeastgenome.org/locus/S000005238
YNL295W,MRX6,https://www.yeastgenome.org/locus/S000005239
YNL296W,YNL296W,https://www.yeastgenome.org/locus/S000005240
YNL297C,MON2,https://www.yeastgenome.org/locus/S000005241
YNL298W,CLA4,https://www.yeastgenome.org/locus/S000005242
YNL299W,TRF5,https://www.yeastgenome.org/locus/S000005243
YNL300W,TOS6,https://www.yeastgenome.org/locus/S000005244
YNL303W,YNL303W,https://www.yeastgenome.org/locus/S000005247
YNL304W,YPT11,https://www.yeastgenome.org/locus/S000005248
YNL305C,BXI1,https://www.yeastgenome.org/locus/S000005249
YNL306W,MRPS18,https://www.yeastgenome.org/locus/S000005250
YNL307C,MCK1,https://www.yeastgenome.org/locus/S000005251
YNL308C,KRI1,https://www.yeastgenome.org/locus/S000005252
YNL309W,STB1,https://www.yeastgenome.org/locus/S000005253
YNL310C,ZIM17,https://www.yeastgenome.org/locus/S000005254
YNL311C,SKP2,https://www.yeastgenome.org/locus/S000005255
YNL313C,EMW1,https://www.yeastgenome.org/locus/S000005257
YNL314W,DAL82,https://www.yeastgenome.org/locus/S000005258
YNL315C,ATP11,https://www.yeastgenome.org/locus/S000005259
